Codice_Interno;Descrizione;Produttore;Codice Produttore
0752004;TAPPO MASCHIO ZINCATO - 1/2;MADE IN ITALY;29025003
0752011;TAPPO MASCHIO ZINCATO - 3";MADE IN ITALY;2900500A
0752012;TAPPO MASCHIO ZINCATO - 4";MADE IN ITALY;2900500C
0752203;BOCCHETTONE CONICO FEMMINA/FEMMINA ZINCATO - 3/8;MADE IN ITALY;34005002
0752210;BOCCHETTONE CONICO FEMMINA/FEMMINA ZINCATO - 2"1/2;MADE IN ITALY;34025009
0752211;BOCCHETTONE CONICO FEMMINA/FEMMINA ZINCATO - 3";MADE IN ITALY;3402500A
0752212;BOCCHETTONE CONICO FEMMINA/FEMMINA ZINCATO - 4";MADE IN ITALY;3400500C
0752405;MANICOTTO MASCHIO/FEMMINA ZINCATO - 3/4;MADE IN ITALY;52925004
075260504;GOMITO RIDOTTO FEMMINA/FEMMINA ZINCATO - 3/4 x 1/2;MADE IN ITALY;09005043
075260604;GOMITO RIDOTTO FEMMINA/FEMMINA ZINCATO - 1" x 1/2;MADE IN ITALY;09005053
075260706;GOMITO RIDOTTO FEMMINA/FEMMINA ZINCATO - 1"1/4 x 1";MADE IN ITALY;09005065
075260807;GOMITO RIDOTTO FEMMINA/FEMMINA ZINCATO - 1"1/2 x 1"1/4;MADE IN ITALY;09005076
075260908;GOMITO RIDOTTO FEMMINA/FEMMINA ZINCATO - 2" x 1"1/2;MADE IN ITALY;09005087
07528050405;TEE RIDOTTO ZINCATO - 3/4 x 1/2 x 3/4;MADE IN ITALY;13005434
07528070407;TEE RIDOTTO ZINCATO - 1"1/4 x 1/2 x 1"1/4;MADE IN ITALY;13005636
07528070507;TEE RIDOTTO ZINCATO - 1"1/4 x 3/4 x 1"1/4;MADE IN ITALY;13005646
07528080408;TEE RIDOTTO ZINCATO - 1"1/2 x 1/2 x 1"1/2;MADE IN ITALY;13005737
07528080508;TEE RIDOTTO ZINCATO - 1"1/2 x 3/4 x 1"1/2;MADE IN ITALY;13025747
07528080608;TEE RIDOTTO ZINCATO - 1"1/2 x 1" x 1"1/2;MADE IN ITALY;13005757
07528080708;TEE RIDOTTO ZINCATO - 1"1/2 x 1"1/4 x 1"1/2;MADE IN ITALY;13005767
07528090609;TEE RIDOTTO ZINCATO - 2" x 1" x 2";MADE IN ITALY;13005858
07528090709;TEE RIDOTTO ZINCATO - 2" x 1"1/4 x 2";MADE IN ITALY;13005868
07528090809;TEE RIDOTTO ZINCATO - 2" x 1"1/2 x 2";MADE IN ITALY;13005878
075300604;MANICOTTO RIDOTTO FEMMINA/FEMMINA ZINCATO - 1" x 1/2;MADE IN ITALY;24005053
075300605;MANICOTTO RIDOTTO FEMMINA/FEMMINA ZINCATO - 1" x 3/4;MADE IN ITALY;24025054
075300706;MANICOTTO RIDOTTO FEMMINA/FEMMINA ZINCATO - 1"1/4 x 1";MADE IN ITALY;24005065
075300806;MANICOTTO RIDOTTO FEMMINA/FEMMINA ZINCATO - 1"1/2 x 1";MADE IN ITALY;24005075
075300807;MANICOTTO RIDOTTO FEMMINA/FEMMINA ZINCATO - 1"1/2 x 1"1/4;MADE IN ITALY;24005076
075300906;MANICOTTO RIDOTTO FEMMINA/FEMMINA ZINCATO - 2" x 1";MADE IN ITALY;24005085
075300907;MANICOTTO RIDOTTO FEMMINA/FEMMINA ZINCATO - 2" x 1"1/4;MADE IN ITALY;24005086
075300908;MANICOTTO RIDOTTO FEMMINA/FEMMINA ZINCATO - 2" x 1"1/2;MADE IN ITALY;24005087
075320403;NIPLES RIDOTTO ZINCATO - 1/2 x 3/8;MADE IN ITALY;24525032
075320604;NIPLES RIDOTTO ZINCATO - 1" x 1/2;MADE IN ITALY;24505053
075320706;NIPLES RIDOTTO ZINCATO - 1"1/4 x 1";MADE IN ITALY;24525065
075320806;NIPLES RIDOTTO ZINCATO - 1"1/2 x 1";MADE IN ITALY;24525075
075320807;NIPLES RIDOTTO ZINCATO - 1"1/2 x 1"1/4;MADE IN ITALY;24525076
075320906;NIPLES RIDOTTO ZINCATO - 2" x 1";MADE IN ITALY;24505085
075320907;NIPLES RIDOTTO ZINCATO - 2" x 1"1/4;MADE IN ITALY;24505086
075320908;NIPLES RIDOTTO ZINCATO - 2" x 1"1/2;MADE IN ITALY;24525087
075321009;NIPLES RIDOTTO ZINCATO - 2"1/2 x 2";MADE IN ITALY;24525098
075321110;NIPLES RIDOTTO ZINCATO - 3" x 2"1/2;MADE IN ITALY;245050A9
075340504;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 3/4 x 1/2;MADE IN ITALY;24125043
075340804;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 1"1/2 x 1/2;MADE IN ITALY;24125073
075340806;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 1"1/2 x 1";MADE IN ITALY;24125075
075340904;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 2" x 1/2;MADE IN ITALY;24105083
075340905;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 2" x 3/4;MADE IN ITALY;24105084
075340907;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 2" x 1"1/4;MADE IN ITALY;24125086
075341006;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 2"1/2 x 1";MADE IN ITALY;24105095
075341009;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 2"1/2 x 2";MADE IN ITALY;24125098
075341106;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 3" x 1";MADE IN ITALY;241050A5
075341107;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 3" x 1"1/4;MADE IN ITALY;241050A6
075341108;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 3" x 1"1/2;MADE IN ITALY;241050A7
075341109;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 3" x 2";MADE IN ITALY;241050A8
075341110;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 3" x 2"1/2;MADE IN ITALY;241050A9
075341209;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 4" x 2";MADE IN ITALY;241050C8
075341210;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 4" x 2"1/2;MADE IN ITALY;2410540C9
075341211;RIDUZIONE MASCHIO/FEMMINA ZINCATA - 4" x 3";MADE IN ITALY;241050CA
0753704F;MANICOTTO DX - SX FEMMINA/FEMMINA ZINCATO - 1/2;MADE IN ITALY;27105003
0753705F;MANICOTTO DX - SX FEMMINA/FEMMINA ZINCATO - 3/4;MADE IN ITALY;27105004
0753809;GOMITO A BOCCHETTONE MASCHIO/FEMMINA ZINCATO - 2";MADE IN ITALY;09805008
075400706;MANICOTTO RIDOTTO MASCHIO/FEMMINA ZINCATO - 1"1/4 x 1";MADE IN ITALY;24605065
075400806;MANICOTTO RIDOTTO MASCHIO/FEMMINA ZINCATO - 1"1/2 x 1";MADE IN ITALY;24605075
075400807;MANICOTTO RIDOTTO MASCHIO/FEMMINA ZINCATO - 1"1/2 x 1"1/4;MADE IN ITALY;24605076
075400906;MANICOTTO RIDOTTO MASCHIO/FEMMINA ZINCATO - 2" x 1";MADE IN ITALY;24602085
075400907;MANICOTTO RIDOTTO MASCHIO/FEMMINA ZINCATO - 2" x 1"1/4;MADE IN ITALY;24605086
075400908;MANICOTTO RIDOTTO MASCHIO/FEMMINA ZINCATO - 2" x 1"1/2;MADE IN ITALY;24605087
0754407;CURVA A 45° FEMMINA/FEMMINA ZINCATA - 1"1/4;MADE IN ITALY;04105006
0754412;CURVA A 45° FEMMINA/FEMMINA ZINCATA - 4";MADE IN ITALY;0410500C
0754704;CURVA A 90° MASCHIO/FEMMINA ZINCATA - 1/2;MADE IN ITALY;01005003
0754705;CURVA A 90° MASCHIO/FEMMINA ZINCATA - 3/4;MADE IN ITALY;01005004
0754706;CURVA A 90° MASCHIO/FEMMINA ZINCATA - 1";MADE IN ITALY;01025005
0754707;CURVA A 90° MASCHIO/FEMMINA ZINCATA - 1"1/4;MADE IN ITALY;01005006
0754708;CURVA A 90° MASCHIO/FEMMINA ZINCATA - 1"1/2;MADE IN ITALY;01005007
0754709;CURVA A 90° MASCHIO/FEMMINA ZINCATA - 2";MADE IN ITALY;01005008
0754710;CURVA A 90° MASCHIO/FEMMINA ZINCATA - 2"1/2;MADE IN ITALY;01005009
0754711;CURVA A 90° MASCHIO/FEMMINA ZINCATA - 3";MADE IN ITALY;0100500A
0754712;CURVA A 90° MASCHIO/FEMMINA ZINCATA - 4";MADE IN ITALY;0100500C
0754904;CURVA A 45° MASCHIO/FEMMINA ZINCATA - 1/2;MADE IN ITALY;04005003
0754905;CURVA A 45° MASCHIO/FEMMINA ZINCATA - 3/4;MADE IN ITALY;04005004
0754906;CURVA A 45° MASCHIO/FEMMINA ZINCATA - 1";MADE IN ITALY;04005005
0754907;CURVA A 45° MASCHIO/FEMMINA ZINCATA - 1"1/4;MADE IN ITALY;04005006
0754908;CURVA A 45° MASCHIO/FEMMINA ZINCATA - 1"1/2;MADE IN ITALY;04005007
0754909;CURVA A 45° MASCHIO/FEMMINA ZINCATA - 2";MADE IN ITALY;04005008
0754910;CURVA A 45° MASCHIO/FEMMINA ZINCATA - 2"1/2;MADE IN ITALY;04025009
0754911;CURVA A 45° MASCHIO/FEMMINA ZINCATA - 3";MADE IN ITALY;0400500A
0754912;CURVA A 45° MASCHIO/FEMMINA ZINCATA - 4";MADE IN ITALY;0400500C
0784055;CANALETTA PER DOCCIA COMPACT NET LINE - cm 550uscita dm 50;MADE IN ITALY;13702516
0784065;CANALETTA PER DOCCIA COMPACT NET LINE - cm 66 uscita dm 50;MADE IN ITALY;13702517
0784075;CANALETTA PER DOCCIA COMPACT NET LINE - cm 75 uscita dm 50;MADE IN ITALY;13702518
0784802;SIFONE PER DOCCIA CON PIASTRA - cm 35 uscita dm 50;MADE IN ITALY;13100060
080324046;CURVA TECNICA PROLUNGATA CON TAPPO - DM. 40 Morsetto 46x26x32;MADE IN ITALY;243 907D
08037050;TORRETTA DI VENTILAZIONE IN PP GRIGIO - Ø 50;MADE IN ITALY;VS0394001
08037075;TORRETTA DI VENTILAZIONE IN PP GRIGIO - Ø 75;MADE IN ITALY;VS0394003
08037110;TORRETTA DI VENTILAZIONE IN PP GRIGIO - Ø 110;MADE IN ITALY;VS0394005
0804102;AUMENTO CORPO F - M - 32 x 40;MADE IN ITALY;RDEC43C
0804104;AUMENTO CORPO F - M - 40 x 50;MADE IN ITALY;RDEC54C
0804106;AUMENTO CORPO F - M - 40 x 110;MADE IN ITALY;RDEC14C
0804302;RIDUZIONE CONCENTRICA PP HTEM - F 90 x M 75;MADE IN ITALY;240750D
0804304;RIDUZIONE CONCENTRICA PP HTEM - F 110 x M 90;MADE IN ITALY;240751D
0804306;RIDUZIONE CONCENTRICA PP HTEM - F 125 x M 110;MADE IN ITALY;240752D
08046110090;TRONCHETTO IN PP ATTACCO AL PVC - 110x100 L 90 mm;MADE IN ITALY;564001
08046110265;TRONCHETTO IN PP ATTACCO AL PVC - 110x100 L 265 mm;MADE IN ITALY;564003
08046125260;TRONCHETTO IN PP ATTACCO AL PVC - 125x110 L 260 mm;MADE IN ITALY;564005
08077;MANICOTTO DUE BICCHIERI COLLEGAMENTO - Pvc Ø 100 F - PP Ø 110 F;MADE IN ITALY;565022
08079110;TRONCHETTO CON OR PER ALLACCIAMENTO DAL PP AL PVC - 110 F x 100 M;MADE IN ITALY;564110
08088090E;MANICOTTO IN GOMMA MORBIDA WC ECCENTRICO - Ø 110÷90;MADE IN ITALY;201
08089090C;MANICOTTO IN GOMMA MORBIDA WC CONCENTRICO - Ø 110 - 90;MADE IN ITALY;200
0821203240;AUMENTO BICCHIERE PVC - F 32 x M 40;MADE IN ITALY;A40*32
08212040100;AUMENTO BICCHIERE PVC - F 40 x M 100;MADE IN ITALY;A100*40
08234140;TAPPO A VITE CON GUARNIZIONE PVC - 140;MADE IN ITALY;TV140+GT140
08234160;TAPPO A VITE CON GUARNIZIONE PVC - 160;MADE IN ITALY;TV160+GT160
08246050;TRONCHETTO DI PASSAGGIO CON GUARNIZIONE PVC - 50;MADE IN ITALY;RP50G
08250125;GIUNTO DI DILATAZIONE CON GUARNIZIONE PVC - 125;MADE IN ITALY;GD125
08252125;GIUNTO DI RIPARAZIONE PVC 1 PEZZO - 125;MADE IN ITALY;GR125
08254G;GUARNIZIONE DI BLOCCAGGIO PER CURVA WC - -;MADE IN ITALY;GWC
08260080;CURVA 45° PVC TESTA DI MORO - Ø 80;MADE IN ITALY;CA80M
08260100;CURVA 45° PVC TESTA DI MORO - Ø 100;MADE IN ITALY;CA100M
08262080;CURVA 87°-30 PVC TESTA DI MORO - Ø 80;MADE IN ITALY;CC80M
08262100;CURVA 87°-30 PVC TESTA DI MORO - Ø 100;MADE IN ITALY;CC100M
08264080;BRAGA 45° PVC TESTA DI MORO - Ø 80;MADE IN ITALY;B80M
08264100;BRAGA 45° PVC TESTA DI MORO - Ø 100;MADE IN ITALY;B100M
08266080;BRAGA 87° PVC TESTA DI MORO - Ø 80;MADE IN ITALY;T80M
08266100;BRAGA 87° PVC TESTA DI MORO - Ø 100;MADE IN ITALY;T100M
08281050;SIFONE FIRENZE 1 TAPPO - 50;MADE IN ITALY;SFO 50
08281063;SIFONE FIRENZE 1 TAPPO - 63;MADE IN ITALY;SFO 63
08281080;SIFONE FIRENZE 1 TAPPO - 80;MADE IN ITALY;SFO 80
08281100;SIFONE FIRENZE 1 TAPPO - 100;MADE IN ITALY;SFO 100
090261204;OGIVE IN OTTONE PER TUBO RAME - 12 x 1/2;MADE IN ITALY;3410000012G
090261404;OGIVE IN OTTONE PER TUBO RAME - 14 x 1/2;MADE IN ITALY;3410000014G
090261805;OGIVE IN OTTONE PER TUBO RAME - 18 x 3/4;MADE IN ITALY;3410000018G
090262205;OGIVE IN OTTONE PER TUBO RAME - 22 x 3/4;MADE IN ITALY;3410000022G
09208121012;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 12 x 10 x 12;MADE IN ITALY;5130 012010012
09208121412;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 12 x 14 x 12;MADE IN ITALY;5130 012014012
09208121612;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 12 x 16 x 12;MADE IN ITALY;5130 012016012
09208121812;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 12 x 18 x 12;MADE IN ITALY;5130 012018012
09208141812;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 14 x 18 x 12;MADE IN ITALY;5130 014018012
09208141814;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 14 x 18 x 14;MADE IN ITALY;5130 014018014
09208161214;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 16 x 12 x 14;MADE IN ITALY;5130 016012014
09208161816;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 16 x 18 x 16;MADE IN ITALY;5130 016018016
09208162216;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 16 x 22 x 16;MADE IN ITALY;5130 016022016
09208181018;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 18 x 10 x 18;MADE IN ITALY;5130 018010018
09208181214;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 18 x 12 x 14;MADE IN ITALY;5130 018012014
09208221212;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 22 x 12 x 12;MADE IN ITALY;5130R 22X12X22
09208221218;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 22 x 12 x 18;MADE IN ITALY;5130 022012018
09208221414;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 22 x 14 x 14;MADE IN ITALY;5130 022014014
09208222216;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 22 x 22 x 16;MADE IN ITALY;5130 022022016
09208282218;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 28 x 22 x 18;MADE IN ITALY;5130 028022018
09208282814;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 28 x 28 x 14;MADE IN ITALY;5130 282814
09208283528;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 28 x 35 x 28;MADE IN ITALY;5130 028035028
09208352835;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 35 x 28 x 35;MADE IN ITALY;5130 035028035
09208353522;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 35 x 35 x 22;MADE IN ITALY;5130 035035022
09208353528;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 35 x 35 x 28;MADE IN ITALY;5130 035035028
09208422242;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 42 x 22 x 42;MADE IN ITALY;5130 042022042
09208422835;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 42 x 28 x 35;MADE IN ITALY;5130 042028035
09208422842;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 42 x 28 x 42;MADE IN ITALY;5130 042028042
09208423542;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 42 x 35 x 42;MADE IN ITALY;5130 042035042
09208424228;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 42 x 42 x 28;MADE IN ITALY;5130 042042028
09208424235;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 42 x 42 x 35;MADE IN ITALY;5130 042042035
09208542254;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 54 x 22 x 54;MADE IN ITALY;5130 054022054
09208542854;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 54 x 28 x 54;MADE IN ITALY;5130 054028054
09208543554;TEE RAME RIDOTTO A SALDARE FEMMINA/FEMMINA/FEMMINA - 54 x 35 x 54;MADE IN ITALY;5130 054035054
092221818;SORPASSO RAME A SALDARE FEMMINA/FEMMINA - 18 x 18;MADE IN ITALY;C85CU18
092501212;CURVA RAME A PRESSARE 90° MASCHIO/FEMMINA - 12 x 12;MADE IN ITALY;9001 12
092503535;CURVA RAME A PRESSARE 90° MASCHIO/FEMMINA - 35 x 35;MADE IN ITALY;9001 35
092541212;CURVA RAME A PRESSARE 45° MASCHIO/FEMMINA - 12 x 12;MADE IN ITALY;9040 12
092561212;CURVA RAME A PRESSARE 45° FEMMINA/FEMMINA - 12 x 12;MADE IN ITALY;9041 12
092622818;MANICOTTO RAME RIDOTTO A PRESSARE MASCHIO/FEMMINA - 28 x 18;MADE IN ITALY;9243 2818
092641815;MANICOTTO RAME RIDOTTO A PRESSARE FEMMINA/FEMMINA - 18 x 15;MADE IN ITALY;9240 1815
092642215;MANICOTTO RAME RIDOTTO A PRESSARE FEMMINA/FEMMINA - 22 x 15;MADE IN ITALY;9240 2215
092642218;MANICOTTO RAME RIDOTTO A PRESSARE FEMMINA/FEMMINA - 22 x 18;MADE IN ITALY;9240 2218
092642822;MANICOTTO RAME RIDOTTO A PRESSARE FEMMINA/FEMMINA - 28 x 22;MADE IN ITALY;9240 2822
092643528;MANICOTTO RAME RIDOTTO A PRESSARE FEMMINA/FEMMINA - 35 x 28;MADE IN ITALY;9240 3528
09266152215;TEE RAME RIDOTTO A PRESSARE FEMMINA - 15 x 22 x 15;MADE IN ITALY;9131 152215
09266181218;TEE RAME RIDOTTO A PRESSARE FEMMINA - 18 x 12 x 18;MADE IN ITALY;9131 181218
09266181518;TEE RAME RIDOTTO A PRESSARE FEMMINA - 18 x 15 x 18;MADE IN ITALY;R9130R181518G
09266182218;TEE RAME RIDOTTO A PRESSARE FEMMINA - 18 x 22 x 18;MADE IN ITALY;9131 182218
09266221818;TEE RAME RIDOTTO A PRESSARE FEMMINA - 22 x 18 x 18;MADE IN ITALY;9131 221818
09266221822;TEE RAME RIDOTTO A PRESSARE FEMMINA - 22 x 18 x 22;MADE IN ITALY;9131 221822
09266222218;TEE RAME RIDOTTO A PRESSARE FEMMINA - 22 x 22 x 18;MADE IN ITALY;9131 222218
09266222822;TEE RAME RIDOTTO A PRESSARE FEMMINA - 22 x 28 x 22;MADE IN ITALY;9131022028022
09266281828;TEE RAME RIDOTTO A PRESSARE FEMMINA - 28 x 18 x 28;MADE IN ITALY;9131 281828
09266282222;TEE RAME RIDOTTO A PRESSARE FEMMINA - 28 x 22 x 22;MADE IN ITALY;9131 282222
09266352235;TEE RAME RIDOTTO A PRESSARE FEMMINA - 35 x 22 x 35;MADE IN ITALY;9130 352235
09266352835;TEE RAME RIDOTTO A PRESSARE FEMMINA - 35 x 28 x 35;MADE IN ITALY;9130 352835
0926815;TAPPO FEMMINA RAME A PRESSARE - 15;MADE IN ITALY;9301 15
0926818;TAPPO FEMMINA RAME A PRESSARE - 18;MADE IN ITALY;9301 18
0926822;TAPPO FEMMINA RAME A PRESSARE - 22;MADE IN ITALY;9301 22
0926828;TAPPO FEMMINA RAME A PRESSARE - 28;MADE IN ITALY;9301 28
0926835;TAPPO FEMMINA RAME A PRESSARE - 35;MADE IN ITALY;9301 35
0927002;MANICOTTO RAME A SALDARE F-F PER TUBO GELO - 1";MADE IN ITALY;960008000000
0927004;MANICOTTO RAME A SALDARE F-F PER TUBO GELO - 1"1/8;MADE IN ITALY;9600009000000
0927006;MANICOTTO RAME A SALDARE F-F PER TUBO GELO - 1"1/4 (Ø32);MADE IN ITALY;5270032000000
0927008;MANICOTTO RAME A SALDARE F-F PER TUBO GELO - 1"3/8;MADE IN ITALY;9600011000000
0927204;GOMITO RAME 90° A SALDARE F-F PER TUBO GELO - 1"1/8;MADE IN ITALY;9607009000000
0927206;GOMITO RAME 90° A SALDARE F-F PER TUBO GELO - 1"1/4 (Ø32);MADE IN ITALY;5090032000000
0927208;GOMITO RAME 90° A SALDARE F-F PER TUBO GELO - 1"3/8;MADE IN ITALY;9607011000000
0927402;CURVA RAME 90° A SALDARE F-F PER TUBO GELO - 1";MADE IN ITALY;9607D008000000
0927404;CURVA RAME 90° A SALDARE F-F PER TUBO GELO - 1"1/8;MADE IN ITALY;9607D009000000
0927406;CURVA RAME 90° A SALDARE F-F PER TUBO GELO - 1"1/4 (Ø32);MADE IN ITALY;5002A032000000
0927408;CURVA RAME 90° A SALDARE F-F PER TUBO GELO - 1"3/8;MADE IN ITALY;9607D011000000
0927602;TEE RAME A SALDARE F-F-F PER TUBO GELO - 1";MADE IN ITALY;9611008008008
0927604;TEE RAME A SALDARE F-F-F PER TUBO GELO - 1"1/8;MADE IN ITALY;9611009009009
0927606;TEE RAME A SALDARE F-F-F PER TUBO GELO - 1"1/4 (Ø32);MADE IN ITALY;5130032032032
0927608;TEE RAME A SALDARE F-F-F PER TUBO GELO - 1"3/8;MADE IN ITALY;9611011011011
093043506;GOMITO BRONZO FILETTATO FEMMINA A SALDARE FEMMINA - 35 x 1";MADE IN ITALY;4090G 1X35
093121805;BOCCHETTONE BRONZO DIRITTO 3 PEZZI FILETTATO FEMMINA A SALDARE FEMMINA - 18 x 3/4;MADE IN ITALY;4340G018006000
093143507;BOCCHETTONE BRONZO A 3 PEZZI DIRITTO FILETTATO MASCHIO A SALDARE FEMMINA - 35 x 1"1/4;MADE IN ITALY;3341GCU25.1.1/4
093302206;RACCORDO BRONZO DIRITTO MASCHIO A PRESSARE - 22 x 1";MADE IN ITALY;8243 22X1
093302806;RACCORDO BRONZO DIRITTO MASCHIO A PRESSARE - 28 x 1";MADE IN ITALY;8243 28X1
093302807;RACCORDO BRONZO DIRITTO MASCHIO A PRESSARE - 28 x 1"1/4;MADE IN ITALY;8243 28X11/4
093303507;RACCORDO BRONZO DIRITTO MASCHIO A PRESSARE - 35 x 1"1/4;MADE IN ITALY;8243 35X11/4
093321204;RACCORDO BRONZO DIRITTO FEMMINA A PRESSARE - 12 x 1/2;MADE IN ITALY;8270 12X1/2
093322807;RACCORDO BRONZO DIRITTO FEMMINA A PRESSARE - 28 x 1"1/4;MADE IN ITALY;8270 28X11/4
093323507;RACCORDO BRONZO DIRITTO FEMMINA A PRESSARE - 35 x 1"1/4;MADE IN ITALY;8270 35X11/4
093341204;RACCORDO BRONZO GOMITO MASCHIO A PRESSARE - 12 x 1/2;MADE IN ITALY;8092 12X1/2
093341504;RACCORDO BRONZO GOMITO MASCHIO A PRESSARE - 15 x 1/2;MADE IN ITALY;8092 15X1/2
093341804;RACCORDO BRONZO GOMITO MASCHIO A PRESSARE - 18 x 1/2;MADE IN ITALY;8092 18X1/2
093341805;RACCORDO BRONZO GOMITO MASCHIO A PRESSARE - 18 x 3/4;MADE IN ITALY;8092 18X3/4
093381204;RACCORDO BRONZO TEE FEMMINA A PRESSARE - 12 x 1/2 x 12;MADE IN ITALY;8130 121/212
093381504;RACCORDO BRONZO TEE FEMMINA A PRESSARE - 15 x 1/2 x 15;MADE IN ITALY;8130 151/215
093381804;RACCORDO BRONZO TEE FEMMINA A PRESSARE - 18 x 1/2 x 18;MADE IN ITALY;8130 1/2X18
093401204;RACCORDO BRONZO GOMITO CON FLANGIA A PRESSARE - 12 x 1/2;MADE IN ITALY;8471 12X1/2
093421205;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 12 x 3/4;MADE IN ITALY;RS8359A34012000
093421504;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 15 x 1/2;MADE IN ITALY;RS8359A12015000
093421505;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 15 x 3/4;MADE IN ITALY;RS8359 3/4X15
093421805;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 18 x 3/4;MADE IN ITALY;8359 3/4x18
093421806;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 18 x 1";MADE IN ITALY;RS8359B01018000
093422205;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 22 x 3/4;MADE IN ITALY;RS8359 3/4X22
093422206;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 22 x 1";MADE IN ITALY;RS8359B01022000
093422807;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 28 x 1"1/4;MADE IN ITALY;RS8359B14028000
093422808;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 28 x 1"1/2;MADE IN ITALY;RS8359B12028000
093423509;MEZZO BOCCHETTONE DADO GIREVOLE A PRESSARE - 35 x 2";MADE IN ITALY;RS8359C02035000
095221604;ADATTATORE PER MULTISTRATO - 16 x 1/2 attacco 1/2 x 16;MADE IN ITALY;5251.1612
0968416;TAPPO ITAP PER TUBO MULTISTRATO - Dm 16;MADE IN ITALY;ART.2-625 MM 16
0968420;TAPPO ITAP PER TUBO MULTISTRATO - Dm 20;MADE IN ITALY;ART.2-625 MM 20
09692;SBAVATORE-CALIBRATORE TRIPLO - -;MADE IN ITALY;00784.02
0972815;CURVA IN PLASTICA TROPICALIZZATO PER TUBO COBRA-PLEX - 10 - 12;MADE IN ITALY;034
0972822;CURVA IN PLASTICA TROPICALIZZATO PER TUBO COBRA-PLEX - 20 - 22;MADE IN ITALY;034 0079
09776201616;Raccordo a pressare a TEE ridotto per gas - 20 x 16 x 16;MADE IN ITALY;3AP631201616
09776201620;Raccordo a pressare a TEE ridotto per gas - 20 x 16 x 20;MADE IN ITALY;3AP631201620
09776202016;Raccordo a pressare a TEE ridotto per gas - 20 x 20 x 16;MADE IN ITALY;3AP631202016
